species,decimalLatitude,decimalLongitude,year,country,basisOfRecord
Gorilla gorilla,-2.7581,10.5364,1989,GAB,HUMAN_OBSERVATION
Gorilla gorilla,-3.1918,13.1617,1987,GAB,HUMAN_OBSERVATION
Gorilla gorilla,-3.6684,10.1442,1994,GAB,HUMAN_OBSERVATION
Gorilla gorilla,-0.3371,9.2323,2015,GAB,MACHINE_OBSERVATION
Gorilla gorilla,-3.401,8.6444,2019,GAB,HUMAN_OBSERVATION
Gorilla gorilla,-0.2826,8.7318,1988,GAB,PRESERVED_SPECIMEN
Gorilla gorilla,0.9189,11.1564,2017,GAB,MACHINE_OBSERVATION
Gorilla gorilla,-3.7349,10.4076,1982,GAB,MACHINE_OBSERVATION
Gorilla gorilla,-0.5388,12.8371,1994,GAB,HUMAN_OBSERVATION
Gorilla gorilla,1.8718,10.9918,2003,GAB,MACHINE_OBSERVATION
Gorilla gorilla,-1.7156,10.3852,2001,GAB,HUMAN_OBSERVATION
Gorilla gorilla,-3.2317,9.9265,1989,GAB,HUMAN_OBSERVATION
Gorilla gorilla,1.1969,11.536,1988,GAB,HUMAN_OBSERVATION
Gorilla gorilla,-1.548,10.5891,2015,GAB,MACHINE_OBSERVATION
Gorilla gorilla,1.5967,10.349,2007,GAB,HUMAN_OBSERVATION
Gorilla gorilla,-1.2937,11.4076,1996,GAB,PRESERVED_SPECIMEN
Gorilla gorilla,-0.6736,9.9243,2000,GAB,HUMAN_OBSERVATION
Gorilla gorilla,7.7859,4.1357,1993,NGA,PRESERVED_SPECIMEN
Gorilla gorilla,7.891,5.5745,1987,NGA,HUMAN_OBSERVATION
Gorilla gorilla,11.5554,6.0891,2003,NGA,MACHINE_OBSERVATION
Gorilla gorilla,9.9739,11.0274,2016,NGA,HUMAN_OBSERVATION
Gorilla gorilla,13.4552,7.7098,1984,NGA,HUMAN_OBSERVATION
Gorilla gorilla,4.0462,3.4625,2020,NGA,PRESERVED_SPECIMEN
Gorilla gorilla,9.6267,3.3184,1994,NGA,MACHINE_OBSERVATION
Gorilla gorilla,8.9642,8.5891,2012,NGA,HUMAN_OBSERVATION
Gorilla gorilla,11.8665,6.9686,2018,NGA,HUMAN_OBSERVATION
Gorilla gorilla,9.6508,6.2441,2018,NGA,HUMAN_OBSERVATION
Gorilla gorilla,11.7491,8.9591,1989,NGA,MACHINE_OBSERVATION
Gorilla gorilla,13.6358,13.2677,2003,NGA,HUMAN_OBSERVATION
Gorilla gorilla,9.9427,13.5378,2005,NGA,HUMAN_OBSERVATION
Gorilla gorilla,12.1096,8.7812,1996,NGA,HUMAN_OBSERVATION
Gorilla gorilla,13.8214,10.2865,2020,NGA,HUMAN_OBSERVATION
Gorilla gorilla,-12.1533,12.5392,1998,AGO,PRESERVED_SPECIMEN
Gorilla gorilla,-6.272,14.6972,2011,AGO,MACHINE_OBSERVATION
Gorilla gorilla,-17.6644,17.7659,1993,AGO,HUMAN_OBSERVATION
Gorilla gorilla,-8.3382,13.1241,2007,AGO,HUMAN_OBSERVATION
Gorilla gorilla,-9.338,11.5212,2009,AGO,HUMAN_OBSERVATION
Gorilla gorilla,-10.6885,13.7862,1999,AGO,HUMAN_OBSERVATION
Gorilla gorilla,-13.182,12.2585,1986,AGO,MACHINE_OBSERVATION
Gorilla gorilla,-12.3301,21.5166,1998,AGO,HUMAN_OBSERVATION
Gorilla gorilla,-8.8766,22.3283,2022,AGO,PRESERVED_SPECIMEN
Gorilla gorilla,-11.9936,16.604,1996,AGO,HUMAN_OBSERVATION
Ailuropoda melanoleuca,41.8838,117.0916,1981,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,36.7043,102.6388,2002,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,40.8457,114.4245,2019,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,25.0768,114.3636,2021,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,40.4834,108.4839,1986,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,32.0103,97.3886,1987,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,27.4085,102.293,2022,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,25.6971,115.0807,1985,CHN,PRESERVED_SPECIMEN
Ailuropoda melanoleuca,41.5662,114.5274,2011,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,26.2848,113.5073,1993,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,40.1806,117.3797,2004,CHN,PRESERVED_SPECIMEN
Ailuropoda melanoleuca,32.6929,106.0409,2017,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,31.0471,97.9746,1996,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,38.0377,105.8136,1988,CHN,PRESERVED_SPECIMEN
Ailuropoda melanoleuca,24.6332,99.4655,2020,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,41.5632,100.8115,1996,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,41.5895,101.1999,2002,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,26.7648,97.3932,1986,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,40.4241,107.8188,1988,CHN,PRESERVED_SPECIMEN
Ailuropoda melanoleuca,27.6336,113.6128,2017,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,41.0792,103.6538,2007,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,28.0667,105.6325,2007,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,37.8739,107.8905,2021,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,29.7732,110.3702,1987,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,28.1156,111.8819,2009,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,40.8601,100.1339,2016,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,33.3519,107.1802,1984,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,41.9067,106.6982,2002,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,25.2029,109.045,2001,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,35.477,97.1183,2006,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,40.1416,106.4623,2023,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,38.7998,110.26,2012,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,35.4829,114.837,2014,CHN,PRESERVED_SPECIMEN
Ailuropoda melanoleuca,30.2581,110.5757,2014,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,30.6764,105.3518,2009,CHN,PRESERVED_SPECIMEN
Ailuropoda melanoleuca,33.1037,112.2046,2001,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,37.4137,98.8854,2000,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,35.2828,112.4399,1989,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,25.993,117.033,2019,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,27.558,102.4092,1994,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,37.6898,111.5795,2003,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,30.4383,106.5249,2015,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,29.55,98.8001,1986,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,36.6905,97.5385,1998,CHN,PRESERVED_SPECIMEN
Ailuropoda melanoleuca,37.4638,113.9316,2001,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,38.77,101.2966,1994,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,32.4147,104.6253,1995,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,37.5321,102.9046,1988,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,31.8988,102.6652,1992,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,28.248,112.7894,1982,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,35.574,115.0778,2020,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,35.0433,115.5751,2016,CHN,PRESERVED_SPECIMEN
Ailuropoda melanoleuca,32.2968,97.7854,2019,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,32.5896,106.8749,2001,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,33.9389,114.4055,1997,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,28.0532,113.4461,1983,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,39.7124,115.5778,2017,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,31.2299,101.8979,2016,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,30.2035,108.254,2006,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,27.0564,100.2941,2012,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,31.2518,114.3507,1982,CHN,PRESERVED_SPECIMEN
Ailuropoda melanoleuca,27.4546,99.8602,1989,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,40.4391,99.0812,2015,CHN,PRESERVED_SPECIMEN
Ailuropoda melanoleuca,38.6605,101.1756,2022,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,28.7628,105.4591,1992,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,28.5546,113.0674,2006,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,39.0323,100.6876,2013,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,34.281,117.8697,2018,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,33.3405,113.8187,1981,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,31.1142,112.4357,1986,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,27.5189,105.0211,1996,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,39.5127,110.1296,2012,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,31.4132,104.8738,2010,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,28.4258,112.0559,1983,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,32.4282,100.4124,2013,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,32.3489,102.3675,1988,CHN,MACHINE_OBSERVATION
Ailuropoda melanoleuca,38.449,101.8527,2015,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,28.5851,98.9708,1981,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,28.0444,114.6268,2021,CHN,HUMAN_OBSERVATION
Ailuropoda melanoleuca,24.6321,99.5627,2014,CHN,PRESERVED_SPECIMEN
Lynx pardinus,37.6875,2.0087,2008,ESP,MACHINE_OBSERVATION
Lynx pardinus,42.787,-6.2681,2003,ESP,MACHINE_OBSERVATION
Lynx pardinus,38.4464,-1.573,1982,ESP,PRESERVED_SPECIMEN
Lynx pardinus,37.0263,0.3701,1986,ESP,PRESERVED_SPECIMEN
Lynx pardinus,39.5298,1.5201,2021,ESP,HUMAN_OBSERVATION
Lynx pardinus,41.9582,0.8461,1987,ESP,HUMAN_OBSERVATION
Lynx pardinus,36.9428,-6.1399,2012,ESP,HUMAN_OBSERVATION
Lynx pardinus,40.0422,-2.0083,2017,ESP,PRESERVED_SPECIMEN
Lynx pardinus,43.3052,-6.0393,1997,ESP,PRESERVED_SPECIMEN
Lynx pardinus,41.4238,-2.7229,2015,ESP,PRESERVED_SPECIMEN
Lynx pardinus,43.685,-0.338,1988,ESP,MACHINE_OBSERVATION
Lynx pardinus,43.8735,-4.7754,1995,ESP,HUMAN_OBSERVATION
Lynx pardinus,43.893,-7.8743,2008,ESP,HUMAN_OBSERVATION
Lynx pardinus,43.0043,-5.5914,2002,ESP,HUMAN_OBSERVATION
Lynx pardinus,43.8398,1.6024,2014,ESP,HUMAN_OBSERVATION
Lynx pardinus,42.1615,-4.9577,1990,ESP,PRESERVED_SPECIMEN
Lynx pardinus,42.6368,-8.7066,2006,ESP,HUMAN_OBSERVATION
Lynx pardinus,41.6953,-2.2377,2006,ESP,HUMAN_OBSERVATION
Lynx pardinus,38.7862,1.3812,2001,ESP,HUMAN_OBSERVATION
Lynx pardinus,39.1715,2.3418,2018,ESP,PRESERVED_SPECIMEN
Lynx pardinus,38.0609,1.3993,1982,ESP,PRESERVED_SPECIMEN
Lynx pardinus,43.0856,-6.4089,2004,ESP,PRESERVED_SPECIMEN
Lynx pardinus,37.9656,-6.231,2003,ESP,HUMAN_OBSERVATION
Lynx pardinus,43.6681,-0.4798,1984,ESP,PRESERVED_SPECIMEN
Lynx pardinus,40.2529,-3.2864,2007,ESP,HUMAN_OBSERVATION
Lynx pardinus,41.1235,-6.5816,1980,ESP,PRESERVED_SPECIMEN
Lynx pardinus,38.7965,-2.0567,2019,ESP,HUMAN_OBSERVATION
Lynx pardinus,43.7788,1.8347,2009,ESP,HUMAN_OBSERVATION
Lynx pardinus,37.3531,-6.4587,2020,ESP,HUMAN_OBSERVATION
Lynx pardinus,36.9609,-8.1443,1982,ESP,HUMAN_OBSERVATION
Lynx pardinus,37.0603,0.9271,2023,ESP,HUMAN_OBSERVATION
Lynx pardinus,42.1953,-1.4291,1998,ESP,PRESERVED_SPECIMEN
Lynx pardinus,40.177,-0.447,2018,ESP,HUMAN_OBSERVATION
Lynx pardinus,38.7685,-3.3882,1983,ESP,PRESERVED_SPECIMEN
Lynx pardinus,38.0856,-7.1576,1987,ESP,HUMAN_OBSERVATION
Lynx pardinus,42.7366,-5.0376,2021,ESP,MACHINE_OBSERVATION
Lynx pardinus,36.622,0.1803,2010,ESP,HUMAN_OBSERVATION
Lynx pardinus,37.733,-0.7332,2008,ESP,HUMAN_OBSERVATION
Lynx pardinus,40.5507,-5.522,2020,ESP,HUMAN_OBSERVATION
Lynx pardinus,40.9749,-1.676,1986,ESP,HUMAN_OBSERVATION
Lynx pardinus,41.5483,-0.903,2007,ESP,PRESERVED_SPECIMEN
Lynx pardinus,36.5926,-3.6379,1982,ESP,HUMAN_OBSERVATION
Lynx pardinus,37.7789,-3.7084,1997,ESP,PRESERVED_SPECIMEN
Lynx pardinus,37.8965,0.957,2000,ESP,PRESERVED_SPECIMEN
Lynx pardinus,39.7804,-3.0097,2004,ESP,PRESERVED_SPECIMEN
Lynx pardinus,43.4238,-3.0982,2022,ESP,PRESERVED_SPECIMEN
Lynx pardinus,41.9001,-8.1378,2003,ESP,HUMAN_OBSERVATION
Lynx pardinus,39.8527,2.0602,1994,ESP,HUMAN_OBSERVATION
Lynx pardinus,43.6976,-3.5931,2001,ESP,HUMAN_OBSERVATION
Lynx pardinus,37.7353,-7.8577,2005,ESP,HUMAN_OBSERVATION
Lynx pardinus,42.1539,-0.1984,1980,ESP,HUMAN_OBSERVATION
Lynx pardinus,40.5599,-7.1486,1984,ESP,HUMAN_OBSERVATION
Lynx pardinus,41.0131,-5.0851,2021,ESP,PRESERVED_SPECIMEN
Lynx pardinus,39.2981,0.1157,1986,ESP,MACHINE_OBSERVATION
Lynx pardinus,40.0017,0.0731,1990,ESP,PRESERVED_SPECIMEN
Lynx pardinus,43.9906,-6.3127,2011,ESP,HUMAN_OBSERVATION
Lynx pardinus,38.103,-2.0107,1992,ESP,MACHINE_OBSERVATION
Lynx pardinus,43.9222,-2.6787,1994,ESP,MACHINE_OBSERVATION
Lynx pardinus,43.4635,-6.5537,2008,ESP,HUMAN_OBSERVATION
Lynx pardinus,42.6627,-5.3616,2021,ESP,MACHINE_OBSERVATION
Lynx pardinus,43.8804,1.8733,1999,ESP,PRESERVED_SPECIMEN
Lynx pardinus,38.153,-5.1498,2008,ESP,HUMAN_OBSERVATION
Lynx pardinus,40.044,-1.36,2004,ESP,HUMAN_OBSERVATION
Lynx pardinus,41.9934,-4.9974,1998,ESP,HUMAN_OBSERVATION
Lynx pardinus,37.5097,1.2063,1994,ESP,HUMAN_OBSERVATION
Lynx pardinus,37.8229,0.1121,2023,ESP,HUMAN_OBSERVATION
Lynx pardinus,38.5309,-6.876,2004,ESP,PRESERVED_SPECIMEN
Lynx pardinus,38.2002,-8.2206,1980,ESP,HUMAN_OBSERVATION
Lynx pardinus,36.1738,1.1855,1982,ESP,HUMAN_OBSERVATION
Lynx pardinus,40.8525,-3.6637,2009,ESP,HUMAN_OBSERVATION
Lynx pardinus,41.0138,-6.3208,1999,PRT,HUMAN_OBSERVATION
Lynx pardinus,37.893,-6.2883,1994,PRT,HUMAN_OBSERVATION
Lynx pardinus,38.014,-7.02,2004,PRT,PRESERVED_SPECIMEN
Lynx pardinus,39.9971,-6.1406,2018,PRT,HUMAN_OBSERVATION
Lynx pardinus,39.3862,-7.921,2001,PRT,HUMAN_OBSERVATION
Lynx pardinus,37.2298,-7.9434,2001,PRT,HUMAN_OBSERVATION
Lynx pardinus,39.1959,-7.068,2011,PRT,PRESERVED_SPECIMEN
Lynx pardinus,40.8832,-6.5684,1989,PRT,HUMAN_OBSERVATION
Lynx pardinus,39.3751,-7.1898,2011,PRT,HUMAN_OBSERVATION
Lynx pardinus,37.2128,-8.3292,2005,PRT,HUMAN_OBSERVATION
Lynx pardinus,37.8833,-6.5268,2000,PRT,MACHINE_OBSERVATION
Lynx pardinus,38.0067,-6.2113,2003,PRT,MACHINE_OBSERVATION
Lynx pardinus,41.7596,-8.9638,1980,PRT,PRESERVED_SPECIMEN
Lynx pardinus,41.851,-6.2823,1990,PRT,HUMAN_OBSERVATION
Lynx pardinus,37.3908,-6.4506,2022,PRT,PRESERVED_SPECIMEN
Lynx pardinus,40.0737,-7.7482,2008,PRT,HUMAN_OBSERVATION
Lynx pardinus,40.6989,-8.7749,2005,PRT,PRESERVED_SPECIMEN
Lynx pardinus,41.2449,-7.5826,2011,PRT,HUMAN_OBSERVATION
Lynx pardinus,41.8473,-6.8006,2002,PRT,HUMAN_OBSERVATION
Lynx pardinus,37.874,-8.3413,2012,PRT,MACHINE_OBSERVATION
Lynx pardinus,40.6707,-8.3543,2000,PRT,MACHINE_OBSERVATION
Lynx pardinus,38.891,-6.4448,2014,PRT,PRESERVED_SPECIMEN
Lynx pardinus,41.6334,-8.2263,1990,PRT,PRESERVED_SPECIMEN
Lynx pardinus,41.9366,-8.5482,1999,PRT,PRESERVED_SPECIMEN
Lynx pardinus,38.6987,-8.7863,1983,PRT,HUMAN_OBSERVATION
Lynx pardinus,40.7689,-8.1446,2002,PRT,PRESERVED_SPECIMEN
Lynx pardinus,39.6004,-6.4718,1994,PRT,HUMAN_OBSERVATION
Lynx pardinus,41.7649,-7.0476,1988,PRT,MACHINE_OBSERVATION
Lynx pardinus,39.4463,-8.5751,1985,PRT,HUMAN_OBSERVATION
Lynx pardinus,40.4377,-8.8579,2003,PRT,HUMAN_OBSERVATION
